Mesh_UI	Mesh_eng	Mesh_swe
D020228	Pharmacologic Actions	Farmakologisk verkan
D020230	Serotonin Syndrome	Serotoninsyndrom
D020231	Colletotrichum	Colletotrichum
D020232	Kluver-Bucy Syndrome	Kluver-Bucys syndrom
D020233	Gait Disorders, Neurologic	Gångstörningar, neurologiska
D020234	Gait Ataxia	Okoordinerad gång
D020235	Gait Apraxia	Gångoförmåga
D020236	Amnesia, Transient Global	Total minnesförlust, övergående
D020237	Alexia, Pure	Alexi
D020238	Prosopagnosia	Ansiktsblindhet
D020239	Receptor Cross-Talk	
D020240	Apraxia, Ideomotor	Apraxi, ideomotorisk
D020241	Encephalomyelitis, Western Equine	Hästencefalomyelit, västlig
D020242	Encephalomyelitis, Eastern Equine	Hästencefalomyelit, östlig
D020243	Infarction, Anterior Cerebral Artery	Infarkt, främre hjärnartär
D020244	Infarction, Middle Cerebral Artery	Mediainfarkt
D020245	p-Chloromercuribenzoic Acid	
D020246	Venous Thrombosis	Ventrombos
D020247	Myofunctional Therapy	Myoterapi, oral
D020249	Hormone Replacement Therapy	Hormonersättningsbehandling
D020250	Postoperative Nausea and Vomiting	Postoperativ illamående och kräkning
D020252	Gastric Antral Vascular Ectasia	Gastrisk antral vaskulär ektasi
D020254	Tooth Ankylosis	Ankylos av tänder
D020255	Vitreous Detachment	Glaskroppsavlossning
D020256	Choroidal Neovascularization	Vascularisation i åderhinnan
D020257	Ventricular Remodeling	Ventrikulär remodeling
D020258	Neurotoxicity Syndromes	Toxiska nervskador
D020260	Heavy Metal Poisoning, Nervous System	Nervskador av tungmetallförgiftningar
D020261	Arsenic Poisoning	Arsenikförgiftning
D020262	Mercury Poisoning, Nervous System	Kvicksilverförgiftning, nervsystemet
D020263	Lead Poisoning, Nervous System	Blyförgiftning, nervsystemet
D020264	Lead Poisoning, Nervous System, Childhood	Blyförgiftning, nervsystemet, barn
D020265	Lead Poisoning, Nervous System, Adult	Blyförgiftning, nervsystemet, vuxna
D020266	Radiotherapy, Conformal	
D020267	MPTP Poisoning	MPTP-förgiftning
D020268	Alcohol-Induced Disorders, Nervous System	Nervskador av alkoholbruk
D020269	Alcoholic Neuropathy	Alkoholneuropati
D020270	Alcohol Withdrawal Seizures	Alkoholabstinensanfall
D020271	Heredodegenerative Disorders, Nervous System	Ärftliga degenerativa sjukdomar i nervsystemet
D020273	Orbital Implants	Ögonhåleimplantat
D020274	Autoimmune Diseases of the Nervous System	Autoimmuna nervsjukdomar
D020275	Guillain-Barre Syndrome	Guillain-Barres syndrom
D020276	HIV Long-Term Survivors	HIV-överlevande
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	Polyradikuloneuropati, kronisk infammatorisk demye
D020278	Demyelinating Autoimmune Diseases, CNS	Demyeliniserande autoimmuna sjukdomar, CNS
D020279	Hereditary Central Nervous System Demyelinating Diseases	Ärfliga demyeliniserande sjukdomar i det centrala nervsystemet
D020280	Sertraline	Sertralin
D020283	Photoreceptors, Microbial	Fotoreceptorer, mikrobiella
D020285	Cryoelectron Microscopy	Kryoelektronmikroskopi
D020286	Pericytes	Pericyter
D020287	In Situ Nick-End Labeling	TUNEL
D020288	Papilloma, Choroid Plexus	Papillom, choroid plexus
D020293	Vasculitis, Central Nervous System	Vaskulit, centrala nervsystemet
D020294	Myasthenic Syndromes, Congenital	Myastena syndrom, medfödda
D020295	Brain Stem Neoplasms	Hjärnstamstumörer
D020296	Animals, Congenic	Djur, kongena
D020297	Mice, Congenic	Möss, kongena
D020298	U937 Cells	U937-celler
D020299	Intracranial Hemorrhage, Hypertensive	Intrakraniell blödning, hyperton
D020300	Intracranial Hemorrhages	Intrakraniella blödningar
D020301	Vasospasm, Intracranial	Blodkärlskramp, intrakraniell
D020302	Weibel-Palade Bodies	Weibel-Palades kroppar
D020303	Rats, Inbred Dahl	Råttor, inavlade Dahl
D020304	Raptors	Raptorer
D020305	Strigiformes	Ugglor
D020306	Tuberculosis, Central Nervous System	Tuberkulos, centrala nervsystemet
D020307	Eagles	Örnar
D020308	Songbirds	Sångfåglar
D020310	Struthioniformes	Struthioniformes
D020311	Rheiformes	Rheiformes
D020312	Dromaiidae	Dromaiidae
D020313	Specialty Uses of Chemicals	Användning av kemikalier och läkemedel
D020314	Central Nervous System Fungal Infections	Svampinfektioner i centrala nervsystemet
D020315	Latex Hypersensitivity	Latexallergi
D020317	Salmo salar	Salmo salar
D020318	Rats, Long-Evans	Råttor, Long-Evans
D020319	Oligodeoxyribonucleotides, Antisense	Antisens-oligodeoxiribonukleotider
D020320	Oligoribonucleotides, Antisense	Antisens-oligoribonukleotider
D020323	Tics	Tick
D020324	Amnesia, Anterograde	Minnesförlust, anterograd
D020325	Migraine with Aura	Auramigrän
D020326	Migraine without Aura	Vanlig migrän
D020327	Glaucoma Drainage Implants	Kammarvattendränage
D020329	Essential Tremor	Essentiell tremor
D020330	Bell Palsy	Bells pares
D020331	Mobius Syndrome	Möbius syndrom
D020332	Rats, Inbred LEC	Råttor, inavlade LEC
D020333	Tolosa-Hunt Syndrome	Tolosa-Hunts syndrom
D020334	Rats, Inbred OLETF	Råttor, inavlade OLETF
D020335	Paraparesis	Parapares
D020336	Paraparesis, Spastic	Parapares, spastisk
D020338	Vestibular Neuronitis	Vestibulär neuronit
D020339	Optic Nerve Glioma	Synnervsgliom
D020340	Tobacco Use Cessation	Snusavvänjning
D020341	Absorbable Implants	Biologiskt nedbrytbara implantat
D020342	Finite Element Analysis	Finita element-metoden
D020343	Hypertensive Encephalopathy	Blodtrycksutlöst encefalopati
D020345	Enterocolitis, Necrotizing	Enterokolit, nekrotiserande
D020346	Aquaporins	Vattenporiner
D020347	Lithiasis	Stensjukdom
D020349	Surface Plasmon Resonance	Ytplasmonresonans
D020350	Graft vs Tumor Effect	Transplantat-mot-tumöreffekt
D020351	Oxaloacetic Acids	Oxalättiksyror
D020352	Oxaloacetate	Oxaloacetat
D020355	Cholates	Kolater
D020357	Selenomonas	Selenomonas
D020358	Sodium Cholate	Natriumcholat
D020360	Neoadjuvant Therapy	Neoadjuvant behandling
D020361	Paraneoplastic Syndromes, Nervous System	Paraneoplastiska syndrom, nervsystemet
D020362	Paraneoplastic Cerebellar Degeneration	Paraneoplastisk cerebellär degeneration
D020363	Limbic Encephalitis	Limbisk encefalit
D020364	Paraneoplastic Polyneuropathy	Paraneoplastisk polyneuropati
D020365	RNA Helicases	RNA-helikaser
D020366	Methylmethacrylate	Metylmetakrylat
D020367	Iofetamine	Jofetamin
D020369	Bradyrhizobium	Bradyrhizobium
D020370	Osteoarthritis, Knee	Knäartros
D020371	Pelizaeus-Merzbacher Disease	Pelizaeus-Merzbachers sjukdom
D020372	Dexfenfluramine	Dexfenfluramin
D020374	Chromatography, Micellar Electrokinetic Capillary	Micell-elektroforetisk kapillärkromatografi
D020375	Education, Distance	Distansutbildning
D020376	Dichelobacter nodosus	Dichelobacter nodosus
D020377	Self Efficacy	Självförmåga
D020378	Confined Spaces	Stängda utrymmen
D020379	Risk Adjustment	Riskanpassning
D020380	Needs Assessment	Behovsbedömning
D020381	Interleukin-17	Interleukin-17
D020382	Interleukin-18	Interleukin-18
D020383	Neutral Glycosphingolipids	Neutrala glykosfingolipider
D020384	Acidic Glycosphingolipids	Sura glykosfingolipider
D020385	Myokymia	Myokymi
D020386	Isaacs Syndrome	Isaacs syndrom
D020387	Food Chain	Näringskedja
D020388	Muscular Dystrophy, Duchenne	Muskeldystrofi, Duchenne
D020389	Muscular Dystrophy, Emery-Dreifuss	Muskeldystrofi, Emery-Dreifuss
D020390	Tooth Socket	Tandhåla
D020391	Muscular Dystrophy, Facioscapulohumeral	Muskeldystrofi, facioskapulohumeral
D020392	Entopeduncular Nucleus	Nucleus entopeduncularis
D020393	Manipulation, Spinal	Manipulation, ryggrad
D020394	Vault Ribonucleoprotein Particles	
D020395	Receptors, Interleukin-7	Interleukin-7-receptorer
D020397	Goblet Cells	Bägarceller
D020398	Medicare Part C	
D020399	Practice Management	Praktikorganisation
D020400	Provider-Sponsored Organizations	
D020401	Primed In Situ Labeling	
D020402	Medical Savings Accounts	Individuellt sjukvårdssparande
D020403	Patient Freedom of Choice Laws	Patienträttighetslagar
D020404	Glycerophospholipids	Glycerofosfolipider
D020405	Dermis	Läderhud
D020406	Medicare Payment Advisory Commission	
D020407	Internet	Internet
D020408	Health Insurance Portability and Accountability Act	Sjukvårdsförsäkrings portabilitet
D020409	Molecular Motor Proteins	Molekylära motorproteiner
D020410	Activated-Leukocyte Cell Adhesion Molecule	ALCAM
D020411	Oligonucleotide Array Sequence Analysis	DNA-mikromatrisanalys
D020412	Multifactorial Inheritance	Multifaktoriell nedärvning
D020413	3' Untranslated Regions	3` otolkade områden
D020414	Risk Sharing, Financial	Finansiell riskfördelning
D020415	Personnel Downsizing	Personalnedskärning
D020416	Outsourced Services	Utlokaliserade tjänster
D020417	Nystagmus, Congenital	Nystagmus, medfödd
D020418	Algal Proteins	Algproteiner
D020419	Photoreceptors, Vertebrate	Fotoreceptorer, ryggradsdjur
D020420	Cyst Fluid	Cystvätska
D020421	Vagus Nerve Diseases	Vagusnervsjukdomar
D020422	Mononeuropathies	Mononeuropatier
D020423	Median Neuropathy	Medianneuropati
D020424	Ulnar Neuropathies	Ulnarisneuropati
D020425	Radial Neuropathy	Radialisneuropati
D020426	Sciatic Neuropathy	Ischiaticusneuropati
D020427	Peroneal Neuropathies	Peroneusneuropatier
D020428	Femoral Neuropathy	Femurneuropati
D020429	Tibial Neuropathy	Tibialisneuropati
D020430	Cubital Tunnel Syndrome	Kubitaltunnelsyndromet
D020431	Olfactory Nerve Diseases	Luktnervsjukdomar
D020432	Trochlear Nerve Diseases	4:e kranialnervssjukdomar
D020433	Trigeminal Nerve Diseases	Trigeminusnervsjukdomar
D020434	Abducens Nerve Diseases	Abducensnervsjukdomar
D020435	Glossopharyngeal Nerve Diseases	Tung- och svalgnervssjukdomar
D020436	Accessory Nerve Diseases	Sjukdomar i den accessoriska nerven
D020437	Hypoglossal Nerve Diseases	Hypoglossussjukdomar
D020439	Growth Cones	Axonkäglor
D020440	Gene Duplication	Gendubblering
D020441	Ginkgo biloba	Ginkgo biloba
D020442	Poloxamer	Poloxamer
D020443	Practice Valuation and Purchase	Värdering, köp och försäljning av läkarpraktik
D020444	Reimbursement, Disproportionate Share	
D020445	Hospitalists	Sjukhusläkare
D020446	Fitness Centers	Hälsocentra
D020447	Parasomnias	Parasomni
D020448	Theales	Theales
D020449	Repetitive Sequences, Amino Acid	Upprepade sekvenser, aminosyra
D020450	Heavy Ions	Tunga joner
D020451	Contig Mapping	Config-mappning
D020452	Journalism	Journalistik
D020453	Sirenia	Sirenia
D020454	Dugong	Dugong
D020455	Trichechus	Trichechus
D020456	Trichechus inunguis	Trichechus inunguis
D020457	Trichechus manatus	Trichechus manatus
D020458	Third-Party Consent	Tredje parts samtycke
D020459	Genes, rRNA	rRNA-gener
D020460	Melanosomes	Melanosomer
D020461	Madurella	Madurella
D020462	Gliocladium	Gliocladium
D020463	Abbreviations [Publication Type]	Förkortningslistor (Publikatinstyp)
D020465	Anecdotes [Publication Type]	Anekdoter (Publikationstyp)
D020466	Atlases [Publication Type]	Atlaser (Publikationstyp)
D020467	Biobibliography [Publication Type]	Biobibliografi (Publikationstyp)
D020468	Charts [Publication Type]	Diagram (Publikationstyp)
D020469	Chronology [Publication Type]	Kronologi (Publikationstyp)
D020470	Collected Works [Publication Type]	Samlade verk (Publikationstyp)
D020471	Collections [Publication Type]	Samlingar (Publikationstyp)
D020472	Drawings [Publication Type]	Teckningar (Publikationstyp)
D020474	Essays [Publication Type]	Essäer (Publikationstyp)
D020475	Examination Questions [Publication Type]	Tentamensfrågor (Publikationstyp)
D020476	Exhibitions [Publication Type]	Utställningar (Publikationstyp)
D020478	Forms [Publication Type]	Blanketter [publikationstyp]
D020479	Handbooks [Publication Type]	Handböcker (Publikationstyp)
D020480	Humor [Publication Type]	Humor (Publikationstyp)
D020481	Indexes [Publication Type]	Index (Publikationstyp)
D020482	Juvenile Literature [Publication Type]	Barn- och ungdomslitteratur (Publikationstyp)
D020484	Laboratory Manuals [Publication Type]	Laboratoriemanualer (Publikationstyp)
D020485	Legislation [Publication Type]	Lagstiftning (Publikationstyp)
D020486	Manuscripts [Publication Type]	Manuskript (Publikationstyp)
D020488	Nurses' Instruction [Publication Type]	
D020489	Outlines [Publication Type]	Utkast (Publikationstyp)
D020490	Patents [Publication Type]	Patenter (Publikatinstyp)
D020492	Periodicals [Publication Type]	Tidskrifter (Publikationstyp)
D020493	Personal Narratives [Publication Type]	Personliga berättelser (Publikationstyp)
D020494	Phrases [Publication Type]	Fraser (Publikationstyp)
D020495	Pictorial Works [Publication Type]	Bildverk (Publikationstyp)
D020496	Popular Works [Publication Type]	Populära verk (Publikationstyp)
D020497	Problems and Exercises [Publication Type]	Frågor, uppgifter och övningar (Publikationstyp)
D020498	Programmed Instruction [Publication Type]	Självinstruerande undervisning (Publikationstyp)
D020500	Statistics [Publication Type]	Statistik (Publikationstyp)
D020501	Tables [Publication Type]	Tabeller (Publikationstyp)
D020502	Terminology [Publication Type]	Terminologi (Publikationstyp)
D020503	Union Lists [Publication Type]	Samkataloger (Publikationstyp)
D020504	Abstracts [Publication Type]	Sammanfattningar (Publikatinstyp)
D020505	Collected Correspondence [Publication Type]	Samlad korrespondens (Publikationstyp)
D020506	Untranslated Regions	UTRs
D020507	Resource Guides [Publication Type]	
D020508	Fungi, Unclassified	Svampar, oklassificerade
D020511	Neuromuscular Junction Diseases	Neuromuskulär förbindelse-sjukdomar
D020512	Myopathy, Central Core	
D020513	Paralysis, Hyperkalemic Periodic	Paralys, hyperkalemisk periodisk
D020514	Hypokalemic Periodic Paralysis	Hypokalemisk periodisk paralys
D020516	Brachial Plexus Neuropathies	Brakialplexusneuropatier
D020517	Atrial Appendage	Förmaksbihang
D020518	Focal Nodular Hyperplasia	Fokal nodulär hyperplasi
D020519	Pericardiocentesis	Perikardiocentes
D020520	Brain Infarction	Hjärninfarkt
D020521	Cerebrovascular Accident	Slaganfall
D020522	Lymphoma, Mantle-Cell	Lymfom, mantle-cell
D020523	Chemokines, CX3C	CX3C-kemokiner
D020524	Thylakoids	Tylakoider
D020525	Xenodiagnosis	Xenodiagnos
D020526	Brain Stem Infarctions	Hjärnstamsinfarkter
D020527	Microscopy, Scanning Probe	
D020528	Multiple Sclerosis, Chronic Progressive	Multipel skleros, kronisk progressiv
D020529	Multiple Sclerosis, Relapsing-Remitting	Remitterande multipel skleros
D020530	Subthalamus	Subtalamus
D020531	Subthalamic Nucleus	Nucleus subthalamicus
D020532	Basal Nucleus of Meynert	Meynerts basalkärna
D020533	Angiogenesis Inhibitors	Angiogeneshämmare
D020534	Parahippocampal Gyrus	Gyrus parahippocampalis
D020535	Video-Assisted Surgery	Videostödd kirurgi
D020536	Enzyme Activators	Enzymaktivatorer
D020537	RNA, Small Nucleolar	RNA, smått nukleolärt
D020539	Sequence Analysis, Protein	Protein-sekvensanalys
D020540	Metencephalon	Metencefalon
D020541	Coiled Bodies	Coiled bodies
D020542	Third Ventricle	Tredje hjärnventrikel
D020543	Proteome	Proteom
D020544	Graft vs Leukemia Effect	Transplantat-mot-leukemieffekt
D020545	Respiratory Mucosa	Andningsorganens slemhinna
D020546	Fourth Ventricle	Fjärde hjärnventrikel
D020547	Lateral Ventricles	Laterala ventriklar
D020549	GTP Phosphohydrolase Activators	GTP-fosfohydrolasaktivatorer
D020551	Pulse Therapy, Drug	Pulsterapi, läkemedel
D020552	Comet Assay	Kometmetoden
D020554	Sperm Injections, Intracytoplasmic	Intracytoplasmatisk spermieinjektion
D020555	GTP-Binding Protein Regulators	GTP-bindande proteinreglersubstanser
D020556	Neutrophil Infiltration	Neutrofilinfiltrering
D020557	Neurolinguistic Programming	Neurolingvistisk programmering
D020558	GTP Phosphohydrolases	GTP-fosfohydrolaser
D020559	Monomeric GTP-Binding Proteins	Monomeriska GTP-bindande proteiner
D020560	Proteobacteria	Proteobakterier
D020561	Alphaproteobacteria	Alfaproteobakterier
D020562	Betaproteobacteria	Betaproteobakteri
D020563	Gammaproteobacteria	Gammaproteobakterier
D020564	Deltaproteobacteria	Deltaproteobakterier
D020565	Epsilonproteobacteria	epsilonproteobakterier
D020566	Dendritic Cells, Follicular	Dendritiska celler, follikulära
D020567	Fetal Weight	Fostervikt
D020569	Proto-Oncogene Proteins c-rel	Protonkogenproteiner c-rel
D020570	Genes, myb	myb-gener
D020571	Genes, sis	sis-gener
D020572	Oncogene Proteins v-rel	Onkogenproteiner v-rel
D020573	Genes, rel	rel-gener
D020574	Proto-Oncogene Proteins c-sis	Protonkogenproteiner c-sis
D020575	Oncogene Proteins v-sis	Onkogenproteiner v-sis
D020576	Gluconobacter	Gluconobacter
D020577	Wolbachia	Wolbachia
D020578	Sphingomonas	Sphingomonas
D020579	Sinorhizobium	Sinorhizobium
D020580	Methylobacterium	Methylobacterium
D020581	Methylosinus	Methylosinus
D020582	Hyphomicrobium	Hyphomicrobium
D020583	Azorhizobium	Azorhizobium
D020584	Xanthobacter	Xanthobacter
D020585	Comamonas	Comamonas
D020586	Thiocapsa	Thiocapsa
D020587	Ectothiorhodospira	Ectothiorhodospira
D020588	Stenotrophomonas	Stenotrophomonas
D020589	Vitreoscilla	Vitreoscilla
D020591	Alteromonas	Alteromonas
D020592	Shewanella	Shewanella
D020593	Xenorhabdus	Xenorhabdus
D020594	Edwardsiella	Edwardsiella
D020595	Hafnia	Hafnia
D020596	Morganella	Morganella
D020597	Stigmatella	Stigmatella
D020598	Proto-Oncogene Proteins c-myb	Protonkogenproteiner c-myb
D020599	Azorhizobium caulinodans	Azorhizobium caulinodans
D020600	Gluconobacter oxydans	Gluconobacter oxydans
D020601	Methylobacterium extorquens	Methylobacterium extorquens
D020602	Methylosinus trichosporium	Methylosinus trichosporium
D020604	Comamonas testosteroni	Comamonas testosteroni
D020605	Delftia acidovorans	Delftia acidovorans
D020606	Stigmatella aurantiaca	Stigmatella aurantiaca
D020607	Halorhodospira halophila	Halorhodospira halophila
D020608	Ectothiorhodospira shaposhnikovii	Ectothiorhodospira shaposhnikovii
D020609	Edwardsiella tarda	Edwardsiella tarda
D020610	Edwardsiella ictaluri	Edwardsiella ictaluri
D020611	Hafnia alvei	Hafnia alvei
D020613	Morganella morganii	Morganella morganii
D020614	Shewanella putrefaciens	Shewanella putrefaciens
D020615	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia
D020616	Thiocapsa roseopersicina	Thiocapsa reseopersicina
D020618	Methylococcus	Methylococcus
D020619	Methylococcus capsulatus	Methylococcus capsulatus
D020620	Methylomonas	Methylomonas
D020621	Ochrobactrum anthropi	Ochrobactrum anthropi
D020622	Afipia	Afipia
D020623	Rhodomicrobium	Rhodomicrobium
D020624	Oxalobacter formigenes	Oxalobacter formigens
D020625	Taylorella equigenitalis	Taylorella equigenitalis
D020626	Oncogene Proteins v-myb	Onkogenproteiner v-myb
D020627	Azoarcus	Azoarcus
D020628	Thauera	Thauera
D020629	Methylophilus	Methylophilus
D020630	Methylophilus methylotrophus	Methylophilus methylotrophus
D020631	Methylobacillus	Methylobacillus
D020632	Halomonas	Halomonas
D020633	Cellvibrio	Cellvibrio
D020635	Buchnera	Buchnera
D020636	Pantoea	Pantoea
D020637	Photorhabdus	Photorhabdus
D020638	Rahnella	Rahnella
