Synonym	Mesh_UI
Tomtarm	D007583
Tonhöjdsperception	D010898
Tonhöjdsuppfattning	D010898
Tonkaböna	D046914
Tonlägsperception	D010898
Tonofilament	D007382
Tonsill	D014066
Tonsillcancer	D014067
Tonsillit	D014069
Tonåringar	D000293
Tonåringar på institutioner	D000299
Tonåringar på sjukhus	D000298
Tonårsbeteende	D000294
Tonårsmedicin	D000295
Tonårsmottagningar	D016497
Tonårspsykiatri	D000296
Tonårspsykologi	D000297
Topografi, moire	D015903
Toppexspirationsflöde	D010366
Torakalartärer	D013895
Torakalkotor	D013904
Torakalnerver	D013900
Torax	D013909
Toraxcancer	D013899
Toraxsjukdomar	D013896
Toraxskador	D013898
Toraxtumörer	D013899
Torkvering	D014102
Torrjäst	D015002
Torskfisk	D048388
Torskleverolja	D003060
Torticollis	D014103
Total minnesförlust, transitorisk	D020236
Total parenteral nutrition	D010289
Total parenteral nutrition i hemmet	D016562
Total parenteral näring	D010289
Total parenteral näring i hemmet	D016562
Toxic shock syndrome	D012772
Toxikos	D014115
Toxisk epidermal nekrolys	D004816
Toxisk hepatit	D006523
Toxisk megakolon	D008532
Toxiska psykoser	D011605
Toxogonin	D009768
TPA	D010959
t-PA	D010959
TPI	D014209
TPN	D010289
TQM	D017749
Tracrium	D001279
Tractus pyramidalis	D011712
Traditionell afrikansk medicin	D016488
Traditionell kinesisk medicin	D008516
Traditionell medicin	D008519
Traditionell orientalisk medicin	D008518
Traditionell tibetansk medicin	D038861
Trafik	D014186
Trafikolyckor	D000063
Trafikolycksfall	D000063
Trakea	D014132
Trakealcancer	D014134
Trakealsjukdomar	D014133
Trakealstenos	D014135
Trakealtumörer	D014134
Trakeit	D014136
Traktion	D014143
Tranbär	D029799
Trandate	D007741
Transduktorer	D014159
Transesofageal ekokardiografi	D017548
Transfusion, blodkomponent	D016913
Transgena djur	D000834
Transgena djur	D030801
Transgena möss	D008822
Transgena organismer	D020251
Transgena växter	D016691
Transhepatisk sfinkterektomi	D013105
Transitorisk ischemisk attack	D002546
Transjugular intrahepatisk portosystemisk shunt	D019168
Transkriptionsfaktor, Sp1	D016329
Transkulturell omvårdnad	D016746
Transkutan blodgasmätning	D001785
Transkutan elektrisk nervstimulering	D004561
Transkutan oximetri	D001785
Transmittorsubstanser	D009487
Transobturatorband	D053825
Transplantation, autologous	D014182
Transplantation, ben	D016025
Transplantation, benmärg	D016026
Transplantation, heterolog	D014183
Transplantation, hjärnvävnad	D016380
Transplantation, homolog	D014184
Transplantatocklusion, vaskulär	D006083
Transportvesiklar	D022161
Transposas	D019895
Transrektalt högintensitets-fokuserat ultraljud	D036761
Trasylol	D007611
Trauamabedömning	D014218
Traumatisk amputation	D000673
Traumatisk chock	D012774
Traumatisk hjärnstamsblödning	D020203
Traumatiska hjärnskador	D001930
Treacher Collins syndrom	D008342
Tredje magen	D009851
Tredje ögonlocket	D009541
Trematodeinfektioner	D014201
Tremor	D014202
Trendelenburgs läge	D018475
Triatec	D017257
Tricykliska antidepressiva medel	D000929
Triftväxter	D029606
Trikollomani	D014256
Trikomonas	D014244
Trikomonas, medel mot	D000994
Trikomonasinfektioner	D014245
Trikomononas-vaginit	D014247
Trikuspidalklaffstenos	D014264
Trilafon	D010546
Trilam	D014229
Trinordiol	D019304
Triptaner	D017366
Tristess	D001887
Trobicin	D000198
Trofoblastcancer	D014328
Trofoblastsjukdomar	D014328
Trofoblasttumör, moderkaka	D018245
Trolldom	D008273
Trombocytaggregabilitet	D010974
Trombocytantigener	D016824
Trombocyter	D001792
Trombocytopati	D001791
Trombocytopen purpura	D011696
Trombocytopen trombotisk purpura	D011697
Trombocyträkning	D010976
Trombocytsjukdomar	D001791
Tromboembolism	D013923
Trombolysin	D005341
Trombolytika	D005343
Trombos	D013927
Tropisk spastisk parapares	D015493
Tropisk sprue	D013182
Tropiskt sår	D016773
Trubbigt trauma	D014949
Trumhinneruptur	D018058
Truncus brachiocephalicus	D016122
Trutar	D046091
Trypanosomiasis, kardiovaskulär	D002598
Trypanosomiasis, nötkreatur	D014354
Trypanosomiasis, sydamerikansk	D014355
Trypsinhämmare, Kazal pankreas	D014359
Trypsininhibiotor, Kunitz Soybean	D014360
Trypsininhibitor, Bowman-Birk Soybean	D014358
Trypsininhibitor, Kazal pankreas	D014359
Trypsininhibitorer	D014361
Tryptizol	D000639
Tryptofanaminotransferas	D051279
Trånga utrymmen	D020378
Trädgårsmålla	D027466
Träffmetod	D010153
Tröstnappar	D041361
TSH	D013972
TSH-beta	D037322
Tsutsugamushifeber	D012612
Tsutsugamushis sjukdom	D012612
Tuba uterina	D005187
Tubarcancer	D005185
Tubarsjukdomar	D005184
Tubartumörer	D005185
Tuberkolostatika	D000995
Tuberkulos, aviärt	D014379
Tuberkulos, kardiovaskulär	D014381
Tuberkulos, kutan	D014382
Tuberkulos, laryngeal	D014387
Tuberkulos, meningeal	D014390
Tuberkulos, multiresistent	D018088
Tuberkulos, nötkreatur	D014380
Tuberkulos, osteoartikulär	D014394
Tuberkulös lymfadenit	D014388
Tuberkulös meningit	D014390
Tuberkulös peritonit	D014395
Tuberkulös pleurit	D014396
Tuberkulös spondylit	D014399
Tubuli seminiferi	D012671
Tubulininhibitorer	D050257
Tuggapparaten	D013284
Tuggförmåga	D008409
Tuggsystemet	D013284
Tuggtobak	D014030
Tuggtobaksavvänjning	D020340
Tujor	D029783
Tularemi	D014406
Tulpaner	D031447
Tulpanträd	D031567
Tumörantigener, virala	D000957
Tumörbelastning	D047368
Tumöremboli	D009360
Tumörer i centrala nervsystemet	D016543
Tumörinfiltrerande lymfocyter	D016246
Tumörmetastaser	D009362
Tumör-RNA	D012334
Tungcancer	D014062
Tungsinne	D019263
Tunikamycin	D014415
Tunnskiktröntgen	D014057
Tunnskiktsdatortomografi	D014057
Tupajor	D014418
Turbohaler	D036501
Turner-Kiesers syndrom	D009261
TV	D013690
TWAR	D016993
Tvekönthet	D006546
Tvångshandling	D003192
Tvångsmässigt beteende	D009770
Tvångsomhändertagande, psykiatri	D003134
Tvångströja	D012149
Tvångsvård, psykiatrisk	D003134
Tvärstrimmig muskulatur	D018482
Tvätterier	D007846
Tvättmedel	D003902
Tyfus	D014435
Tyfus-paratyfusvacciner	D014436
Tylakoidmembran	D020524
Tylenol	D000082
Tymoleptika	D000928
Tympanostomi dränage	D008876
Tympanum	D004432
Tymulin	D013935
Tymus	D013950
Tymuscancer	D013953
Tyngdlyftning	D014891
Tyngdlöshet	D014893
Tyngdlöshetsimulering	D018474
Tyngdperception	D018466
Typ A-lamin	D034904
Typ B-lamin	D034921
Tyreoglossusgångscysta	D013955
Tyreoidea	D013961
Tyreoidea-associerad oftalmopati	D049970
Tyreoideacancer	D013964
Tyreoideafunktionstester	D013960
Tyreoideahormoner	D013963
Tyreoideahormonreceptorer	D011988
Tyreoideahormonreceptorer, alfa	D037021
Tyreoideahormonreceptorer, beta	D037042
Tyreoideasjukdomar	D013959
Tyreoideastimulerande immunoglobuliner	D018828
Tyreoideatumörer	D013964
Tyreoidit	D013966
Tyreoidit, suppurativ	D013969
Tystnadsplikt	D003219
Tångräka	D033364
Tårflöde	D007766
Tårkanalobstruktion	D007767
Tärande sjukdom	D019282
Tättingar	D046109
Ubikinol-cytokrom-c-reduktas	D014450
Ubikvinon	D014451
U-båtsmedicin	D013366
UK-4271	D010073
Ulcerös kolit	D003093
Ulcus	D014456
Ulcus molle	D002602
Ulcus venereum simplex	D002602
Ullråtta	D002682
Ulna	D014457
Ulnarnervsjukdomar	D020424
Ultraljuddiagnostik	D014463
Ultraljudsduplex	D018616
Ultraljudsundersökning, bröst	D016217
Ultraljudsundersökning, Doppler	D018608
Ultraljudsundersökning, Doppler, duplex	D018616
Ultraljudsundersökning, Doppler, färg	D018615
Ultraljudsundersökning, Doppler, pulsad	D018617
Ultraljudsundersökning, Doppler, transkraniell	D017585
Ultrasonografi	D014463
Ultrasonografi av foster	D016216
Ultrasonografi, bröst	D016217
Ultrasonografi, interventionell	D018084
Umbilikalartärer	D014469
Umbilikalbråck	D006554
Umbilikalvener	D014471
Underblommeväxter	D039281
Underburna barn	D007234
Underkäkscancer	D008339
Underprestation	D014477
Undersköterskor	D009728
Undervikt	D013851
Undre extremitet	D035002
Undulater	D046408
Undulatfeber	D002006
Ungdomsdiabetes	D003922
Ungdomshälsovård	D016497
Ungdomskriminalitet	D007604
Ungdomsutveckling	D041923
Unified Medical Language System	D017432
Unilateral hörselnedsättning	D046088
Unipolar depression	D003866
U-PA	D014568
Upphandling på sjukhus	D011682
Uppkastning	D014839
Uppmärksamhetsstörning med hyperaktivitet	D001289
Upprymdhet	D005059
Uppslagsböcker	D004690
Uppslagsverk	D012013
Uppslagsverk, medicinska	D012014
Uppstötningar	D005764
Uppvakningsavdelning, omvårdnad	D016528
Uppvakningsavdelningar	D011997
Uppvakningsperiod efter bedövning	D000762
Urachus	D014497
Uramustin	D014499
Urea	D014508
Uretra	D014521
Uretracancer	D014523
Uretraobstruktion	D014524
Uretrasjukdomar	D014522
Uretrastenos	D014525
Uretratumörer	D014523
Uretrit	D014526
Uretär	D014513
Uretärbråck	D014518
Uretärcancer	D014516
Uretärobstruktion	D014517
Uretärsjukdomar	D014515
Uretärtumörer	D014516
Urinanalys	D016482
Urinblåsecancer	D001749
Urinblåsefistel	D001747
Urinblåseframfall	D052858
Urinblåsexstrofi	D001746
Urinledarcancer	D014516
Urinläkage	D014549
Urinretention	D016055
Urinrörscancer	D014523
Urinsyragikt	D015210
Urinvägscancer	D014571
Urinvägskirurgi	D013520
Urinvägskirurgi, män	D013521
Urnjuregång	D014928
Urogastron	D004815
Urogenital cancer	D014565
Urogenital tuberkulos	D014401
Urografin	D003974
Urokinas	D014568
Urologisk cancer	D014571
Urologisk kirurgi	D013520
Urologisk kirurgi, män	D013521
Urologiska kirurgiska tekniker	D013520
Urologiska kirurgiska tekniker, män	D013521
Urologiska kliniker	D014573
Urologiska sjukdomar	D014570
Urologiska tumörer	D014571
Uromitexan	D015080
Ursinne	D011889
Ursprungsbefolkning	D044469
Urtikaria	D014581
USA	D014481
Usnea barbata	D020949
USSR	D014586
Utandningsprov	D001944
Utanförskap	D012918
Utbyte av gensegment	D011995
Utebliven kromosomklyvning	D009630
Uteliggare	D006703
Uterus	D014599
Uterusblödning	D014592
Uterusbristning	D014597
Uteruscancer	D014594
Uterusframfall	D014596
Uterusperforation	D014595
Uterusprolaps	D014596
Uterusruptur	D014597
Uterussjukdomar	D014591
Uterustumörer	D014594
Utflödeshinder, ventrikulärt	D014694
Utgjutning i hjärtsäck	D010490
Uthyrning av personal	D010561
Utlösande faktorer	D015985
Utmattning	D005221
Utmattningsdepression	D002055
Utmattningssyndrom	D015673
Utrotning, biologisk	D053476
Utrustningsdefekter	D004868
Utrustningsfel, analys	D019544
Utrustningssvikt, analys	D019544
Utslag	D007600
Utsäde	D012639
Utsättningsreaktion	D013375
Utvandring	D004641
Utvecklade länder	D019049
Utveckling	D005075
Utvecklingsländer	D003906
Utvecklingsstörningar hos barn	D002658
Utvärdering av medicinsk teknik	D013673
Uva-ursi	D029792
Uvealcancer	D014604
Uveit	D014605
Uveit, intermediär	D015867
Uveit, suppurativ	D015829
Uveomeningoencefalit	D014607
Uveoparotit	D014608
UVI	D014552
U-vitamin	D014814
UV-strålning	D014466
UV-terapi	D014467
Vaccinationsencefalit	D004673
Vaccinationsencefalomyelit	D004673
Vaccinationsprogram	D017589
Vaccinationsschema	D007115
Vacciner mot Japansk encefalit	D022321
Vacciner mot Lyme-borrelios	D022123
Vacciner, attenuerade	D014613
Vacciner, DNA	D019444
Vacciner, inaktiverade	D015164
Vacciner, konjugat	D018074
Vadarfåglar	D046091
Vag logik	D017143
Vagina	D014621
Vaginalcancer	D014625
Vaginalfluor	D019522
Vaginalring	D003274
Vaginalt cellprov	D014626
Vaginalt utstryk	D014626
Vaginit	D014627
Vaginoskopi	D003127
Vagotomi, selektiv proximal	D014629
Vakuumextraktion, obstetrisk	D014620
Waldenströms sjukdom	D008258
Validitet och reliabilitet	D015203
Valkar	D002145
Wallenbergs syndrom	D014854
Vallmoväxter	D028101
Vallningar	D019584
Valoren	D013993
Valoron	D013993
Valsalvas försök	D014636
Valva ileocaecalis	D007080
Van Bogaert-Scherer-Epsteins sjukdom	D019294
Vancocin	D014640
Vandrande blodpropp	D004617
Vandringsgräshoppa	D048188
Vanilj	D031669
Vanillylmandelsyra	D014642
Waran	D014859
Varicella	D002644
Varicella zoster-encefalit	D020804
Varicella zoster-hjärnhinneinflammation	D020804
Varicellavaccin	D019433
Varicer	D014648
Varicer, esofageala och gastriska	D004932
Varidase	D013299
Varikocele	D014646
Variköst bensår	D014647
Variola	D012899
Varseblivning	D010465
Wartec	D011034
Vasektomi, reversibel	D014669
Vaselin	D010577
Washington, D.C.	D004219
Vaskulit	D014657
Vaskulär demens	D015140
Vaskulär tillväxtfaktor	D000791
Vaskulär tillväxtfaktor	D043925
Vaskulära endotelcellstillväxtfaktorer	D016228
Vaskulärt endotel	D004730
Vasodilatation	D014664
Vasodilatatorer	D014665
Vasokonstriktion	D014661
Vasokonstriktorer	D014662
Vasospasm, intrakraniell	D020301
Vasovagal svimning	D019462
Wassermanns reaktion	D013588
Vater-Pacinis känselkroppar	D010141
VATS	D020775
Vattendeprivation	D014868
Vattenförråd	D014881
Vattenhyacinter	D031805
Vattenkastanj	D031256
Vattenkastning	D014554
Vattenledningar	D014881
Vattenmelonmage	D020252
Vattenodling	D018527
Vattenterapi	D006875
Vattenödlor	D012455
Vattuskräck	D011818
Wautersia	D049921
Wautersia eutropha	D020118
Vaxbuske	D031641
vCJD	D007562
Weber-Christians disease	D010201
Veganism	D014676
Vegetarisk kost	D014676
VEGF	D042461
Vehiklar	D014677
Vektor-EKG	D014672
Velbe	D014747
Velofaryngealinsufficiens	D014681
Vena cava inferior	D014682
Vena cava superior	D014683
Vena cava superior-stenos	D013479
Vena cava superior-trombos	D013479
Vena iliaca	D007084
Vena lienalis	D013162
Vena poplitea	D011152
Vena portae	D011169
Vena subclavia	D013350
Venblodpropp	D020246
Vener	D014680
Veneriska sjukdomar	D012749
Veneriska sjukdomar, bakteriella	D015231
Veneriska sjukdomar, virala	D015229
Venesektion	D018962
Venografi	D010690
Venpunktion	D018962
Ventoline	D000420
Ventralhernia	D006555
Ventrikel	D013270
Ventrikelballong	D015905
Ventrikelcancer	D013274
Ventrikeldysfunktion	D018754
Ventrikeldysfunktion, höger	D018497
Ventrikeldysfunktion, vänster	D018487
Ventrikelflimmer	D014693
Ventrikelfunktion	D016276
Ventrikelfunktion, höger	D016278
Ventrikelfunktion, vänster	D016277
Ventrikelhypertrofi, högersidig	D017380
Ventrikelhypertrofi, vänstersidig	D017379
Ventrikelprematurslag	D018879
Ventrikelruptur	D013275
Ventrikelsjukdomar	D013272
Ventrikelsköljning	D005751
Ventrikelsår	D013276
Ventrikeltryck	D017725
Ventrikeltumörer	D013274
Ventrikeltömning	D005746
Venöst angiom i centrala nervsystemet	D020787
Vepesid	D005047
Verbal förstärkning	D012057
Verbala tick	D020323
Verbenaväxter	D029648
Werdnig-Hoffmanns sjukdom	D014897
Verkan	D004526
Verklighetsuppfattning	D011936
Verkningsgrad	D004526
Verksamhetsberättelser	D000847
Verksamhetsberättelser (Publikatinstyp)	D019487
Vermox	D008463
Wernicke-Korsakoffs syndrom	D020915
Verotoxiner	D022603
Verruköst karcinom	D018289
Vertebralartär	D014711
Vertebralkanal	D013115
Vertebrater	D014714
Vertigo	D014717
Vesiculae seminales	D012669
Vesikotomi	D053715
Vesslor	D005289
Vestibulo-okulär reflex	D012027
Vestibulär neurit	D020338
Wests syndrom	D013036
Vete	D014908
Veteallergi	D021182
Vetenskapliga föreningar	D012958
Veterinärmedicinsk lagstiftning	D007886
Veterinärmedicinsk patologi	D010341
Whiplashskador	D014911
WHO	D014944
Vibramycin	D004318
Vickrar	D031306
Vide	D032108
Videokapselendoskopi	D053704
Videostödd toraxkirurgi	D020775
Videväxter	D029629
Videx	D016049
Viktperception	D014892
Vild ingefära	D030023
Vilda djur	D000835
Willebrand-faktorn	D014841
Willebrands sjukdom	D014842
William-Beurens syndrom	D018980
Villonodulär synovit	D013586
Villöst adenom	D018253
Wilsons sjukdom	D006527
Vindruvor	D027843
Vinterdepression	D016574
Vintergrönor	D031053
Vinteride	D006605
Vinterkrasse	D031216
Vinylbensen	D020058
Viol	D032413
Violväxter	D029649
VIP	D014660
Viracept	D019888
Viral bronkiolit	D001990
Viral hjärninflammation	D018792
Viral konjunktivit	D003236
Virala antikroppar	D000914
Viralt DNA	D004279
Viralt RNA	D012367
Viramune	D019829
Virazole	D012254
Virilism	D014770
Virtuel koloskopi	D023881
Virulens	D014774
Virusencefalit	D018792
Virusgenom	D016679
Virushepatitvacciner	D014761
Virushämmare	D000998
Virusreplikation	D014779
Virvelmaskar	D014419
Visceroptos	D014782
Viscum	D014784
Visir	D006260
Visken	D010869
Vispera russelii	D017840
Visuell stimulering	D010775
Visuella elektriska retningspotentialer	D005074
Visuella svarspotentialer	D005074
Vita	D044465
Vita adipocyter	D052438
Vita fingrar	D011928
Vitalisering	D012060
Vitamin B 1	D013831
Vitamin B 12	D014805
Vitamin B 12-brist	D014806
Vitamin B 1-brist	D013832
Vitamin C	D001205
Vitamin C-brist	D001206
Vitamin D3	D002762
Vitamin M	D005492
Vitamin P-komplex	D001677
Vitellingång	D014816
Vitellinmembran	D014817
Vitsenap	D031226
Vitt fett	D052436
Vivel	D003083
Viveväxter	D029623
VLDL-lipoproteiner	D008079
Vogt-Koyanagi-Haradas syndrom	D014607
Volatilisering	D014835
Voltaren	D004008
Vom	D012417
von Hippel-Lindaus sjukdom	D006623
von Recklinghausens sjukdom	D009456
Voyeurism	D014843
Vrede	D000786
Vulva	D014844
Vulvacancer	D014846
Vulvit	D014847
Vulvovaginal kandidos	D002181
Vulvovaginal moniliasis	D002181
Vuxenblöjor	D016496
Vuxenblöjor	D041382
Våldsoffer	D019548
Våm	D012417
Vård av nyfödda	D007224
Vård i hemmet	D006701
Vård i livets slutskede	D013727
Vårdarbete, praktiskt	D009743
Vårdarbete, privat	D009744
Vårdavdelningar	D006748
Vårdavgifter	D005249
Vårdbiträden	D018576
Vårddiagnos	D009733
Vårdformer	D006296
Vårdformer för äldre	D006299
Vårdforskning	D015399
Vårdförloppet	D003266
Vårdjournaler	D009737
Vårdkedja	D003266
Vårdkoordinator	D020793
Vårdköer	D014850
Vårdmetodik, forskning	D015404
Vårdnad av barn	D002655
Vårdplatser	D006742
Vårdplatser, 100 till 299	D006744
Vårdplatser, 300 till 499	D006745
Vårdplatser, 500 och över	D006746
Vårdplatser, under 100	D006743
Vårdprocess	D009736
Vårdprogram	D012041
Vårdrelaterad infektion	D003428
Vårdresultat	D016896
Vårdtagare	D010361
Vårdteam	D010348
Vårdteori	D009742
Vårdtyngd	D006301
Vårdutvärdering, forskning	D015403
Våtnarv	D029752
Väderspänning	D005414
Väggörter	D032403
Vänderotsväxter	D028161
Vänskap	D007398
Vänsterkammarhypertrofi	D017379
Väntetider	D014850
